D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_46_815.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_46_815.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_46_815.jpg,0,0,0,24.86407
D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_46_880.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_46_880.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_46_880.jpg,0,0,0,24.66417
D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_46_948.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_46_948.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_46_948.jpg,0,0,0,24.51528
D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_47_017.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_47_017.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_47_017.jpg,0,0,0,24.31817
D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_47_089.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_47_089.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_47_089.jpg,0,0,0,24.17138
D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_47_164.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_47_164.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_47_164.jpg,0,0,0,23.97703
D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_47_232.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_47_232.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_47_232.jpg,0,0,0,23.83229
D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_47_302.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_47_302.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_47_302.jpg,0,0,0,23.64067
D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_47_375.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_47_375.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_47_375.jpg,0,0,0,23.49804
D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_47_444.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_47_444.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_47_444.jpg,0,0,0,23.3091
D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\center_2023_06_23_17_00_47_515.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\left_2023_06_23_17_00_47_515.jpg,D:\Users\Josias\Downloads\term1-simulator-windows\Train_IMG\IMG\right_2023_06_23_17_00_47_515.jpg,0,0,0,23.12168
